,name,country,sector,founded,marketcap,revenue,employees,website,ceo,idDocDB
1441,ALLIED TECNOLOGIA SA,BRAZIL,FICE INSURANCE AND REAL ESTATE,1994,,,,,,2938
1442,ALLIED WORLD NATIONAL ASSURANCE COMPANY,UNITED STATES,,,,,,,,283013
1443,ALLIGATOR BIOSCIENCE AB,SWEDEN,,,,,46,,,49960
1444,ALLIKLEPAINVESTOSA HING 11023197,,,,,,,,,358957
1445,ALLISON TRANSMISSION,USA,PHARMACEUTICALS BIOTECH,1915,3900000000,2690000000,3400,HTTPS://WWW.ALLISONTRANSMISSION.COM/,,297855
1446,ALLMED MEDICAL PRODUCTS CO LTD,CHINA,,,1543000000,426000000,,HTTP://WWW.ALLMED-CHINA.COM/,,331833
1447,ALLMED SOLUTIONS LTD,ISRAEL,IT SECURITY SOFTWARE TECH,,110000000,,46,,MR EREZ ANTEBI,226212
1448,ALLOCAB,FRANCE,TRANSPORT,2011,,6,27,HTTPS://WWW.ALLOCAB.COM,,
1449,ALLONI IMPIANTI S R L,ITALY,COSTRUZIONI IMPIANTISTICA,,,,5912,,,455489
1450,ALLOY,UNITED STATES,FINTECH,2015,7750000000,9130000000,10500,,JEFFREY J BROWN,226848
1451,ALLOY CAREERS,NEW YORK,COMPUTER SOFTWARE,2015,,,25,ALLOY.CO,,226848
1452,ALLPARK EMPREENDIMENTOS PARTICIPACOES E SERVICOS SA,BRAZIL,,,,,,,,449607
1453,ALLREAL HOLDING,SWITZERLAND,REAL ESTATE,,2820000000,598000000,243,HTTP://WWW.ALLREAL.CH,,235850
1454,ALLSCRIPTS,UNITED STATES,IT SERVICES CONSULTING,1982,2000000000,830000000,8000,HTTPS://AS.ALLSCRIPTS.COM/,THOMAS J WILSON,547079
1455,ALLSMART,JAPAN,TECHNOLOGY,2009,35410000000,2,27,HTTPS://ALLSMART.CO.JP/,THOMAS JOSEPH WILSON II,
1456,ALLSPARKENERGY1U 16102576,HARJU MAAKOND TALLINN LASNAM E LINNAOSA SUUR S JAM E TN A,PRODUCTION OF ELECTRICITY,,,,,,,
1457,ALLSPARKGROUPO 12208510,HARJU MAAKOND TALLINN LASNAM E LINNAOSA SUUR S JAM E TN A,COMBINED FACILITIES SUPPORT ACTIVITIES,,,,,,,
1458,ALLSPARKO 12989482,HARJU MAAKOND TALLINN LASNAM E LINNAOSA SUUR S JAM E TN A,OTHER ELECTRONICAL COMMUNICATIONS SERVICES,,,,,,,
1459,ALLTOURS FLUGREISEN GMBH,D ELDORF,PROFE IONAL SERVICES,1974,,2118,3700,WWW.ALLTOURS.DE,,235291
1460,ALLWAYS LOGISTICS SYSTEM,ITALY,TRANSPORT,2012,,9569120,125,HTTPS://WWW.ALLWAYSLOGISTIC.COM,,299927
1461,ALLWINNERTECH TECHNOLOGY,CHINA,,,3639000000,,630,HTTPS://WWW.ALLWINNERTECH.COM/,,192020
1462,ALLY FINANCIAL,USA,FICIAL SERVICES,1919,17291000000,8780000000,10500,HTTPS://WWW.ALLY.COM/,JEFFREY J BROWN,422222
1463,ALLYGATR,GERMANY,SUPPORT SERVICES,2012,,1914500,9,HTTPS://ALLYGATR.COM/,,
1464,ALLZONE MANAGEMENT SOLUTIONS,UNITED STATES,HEALTHCARE,2005,,,,,,218897
1465,ALM BRAND,COPENHAGEN,FULL LINE INSURANCE,1792,2890000000,781000000,1486,HTTPS://WWW.ALMBRAND.DK/,MR RASMUS WERNER NIELSEN,503897
1466,ALM EQUITY AB,SWEDEN,REAL ESTATE,,1253000000,495000000,95,HTTPS://WWW.ALMEQUITY.SE/,MR JOAKIM ALM,503897
1467,ALMA ENTREPRISE,FRANCE,CONSTRUCTION,2003,,13438347,31,HTTP://WWW.ALMAENTREPRISE.FR/,,373722
1468,ALMA MEDIA,HELSINKI,PUBLISHING,1849,1187000000,275000000,1690,HTTPS://WWW.ALMAMEDIA.FI/,MR KAI TELANNE M SC M SC ECON,163844
1469,ALMAC,ITALY,INDUSTRIAL GOODS,2013,,10,37,HTTPS://WWW.ALMAC-ITALIA.COM/,MS VALERIA SANDEI,
1470,ALMAC S R L,ITALY,PRODOTTI INDUSTRIALI,,,,17369,,,119493
1471,ALMADEN MINERALS,CANADA,MINING GOLD MINING SILVER MINING,,32049999,,9,,DR MORGAN JAMES POLIQUIN,422475
1472,ALMARAI,SAUDI ARABIA,FOOD PROCESSING,1977,13930000000,4226000,36869,HTTPS://WWW.ALMARAI.COM/,,
1473,ALMAVIVA THE ITALIAN INNOVATION COMPANY SPA,ITALY,SERVICES,2005,,,,,,524670
1474,ALMEER TECHNICAL SERVICES CO W L L,KUWAIT,ENGINEERING CONSTRUCTION,1978,,,,,,145107
1475,ALMENDRAL SA,CHILE,,,,,12249,,MR GIANFRANCO NAZZI,289706
1476,ALMOGIM HOLDINGS LTD,ISRAEL,REAL ESTATE INVESTMENT,1989,2049999999,385000000,87,HTTPS://WWW.ALONY-HETZ.COM/,,274733
1477,ALMONDZ GLOBAL SECURITIES LTD,INDIA,PHARMA,2007,1526000000,899000000,136,HTTP://WWW.ALOKIND.COM/,MR SURESH CHANDRA GOYAL,427793
1478,ALMUNDA PROFESSIONALS N V,NETHERLANDS,,,,,73,,,376618
1479,ALNATURA PRODUKTIONS UND HANDELS GMBH,DARMSTADT,CONSUMER PRODUCTS,1984,,881,2980,WWW.ALNATURA.DE,,98871
1480,ALNYLAM PHARMACEUTICALS,USA,PHARMACEUTICALS BIOTECH,2002,28970000000,844000000,1665,HTTPS://WWW.ALNYLAM.COM/,JOHN MARAGANORE,9164
1481,ALOFT HOTELS,INDIA,HOSPITALITY,2007,,,,,,379695
1482,ALOHA TECHNOLOGY,INDIA,IT SERVICES CONSULTING,2003,,,,,,38717
1483,ALOIS DALLMAYR KG,M NCHEN,FOODS AND BEVERAGES,1700,,1203,4122,WWW.DALLMAYR.DE,,534098
1484,ALONY HETZ PROPERTIES INVESTMENTS LTD,ISRAEL,,,,,,,MR NATHAN HETZ B A CPA,245834
1485,ALORICA,UNITED STATES OF AMERICA,BPO,2018,,,,,,
1486,ALP CONSULTING,INDIA,RECRUITMENT,1996,,,,,,14930
1487,ALPARGATAS,BRAZIL,,1907,6070000000,777000000,,HTTPS://WWW.ALPARGATAS.COM.BR/,MR ROBERTO FUNARI,
1488,ALPEK,MEXICO,PACKAGING,1975,2239000000,7843000,6467,HTTP://WWW.ALPEK.COM/,MR JOSE DE JESUS VALDEZ SIMANCAS,
1489,ALPEN CO LTD,JAPAN,,,,,2982,,,172976
1490,ALPENITE,AUSTRIA,TECHNOLOGY,2010,,10,139,HTTPS://WWW.ALPENITE.COM,,
1491,ALPER CONSULTORIA E CORRETORA DE SEGUROS SA,BRAZIL,,,,,632,,MR MARCOS AUR LIO COUTO,166141
1492,ALPERIA SMART SERVICES SRL,ITALY,TRANSPORTATION COMMUNICATIONS ELECTRIC GAS AND SANITARY SERVICES,1999,,,,,,128594
1493,ALPHA AND OMEGA SEMICONDUCTOR,USA,SEMICONDUCTORS TECH,2000,765000000,777000000,3939,HTTP://WWW.AOSMD.COM/,SUNDAR PICHAI,498871
1494,ALPHA BANK,GREECE,FICIAL SERVICES,1879,3045000000,-257000000,10528,HTTPS://WWW.ALPHA.GR/,VASSILIOS E PSALTIS,274492
1495,ALPHA COGNITION INC,CANADA,,,,,,,MR MICHAEL E MCFADDEN,203797
1496,ALPHA DESIGN TECHNOLOGIES,INDIA,DEFENCE AEROSPACE,2003,,,,,,218619
1497,ALPHA DHABI HOLDING,UNITED ARAB EMIRATES,CONSTRUCTION,2013,1122000000,5100000000,227,HTTPS://ATECSPINE.COM/,HAMAD SALEM MOHAMED AL AMERI,181967
1498,ALPHA DX GROUP LTD,SINGAPORE,FICIAL SERVICES,2009,1280000000,51640733,124,HTTPS://WWW.ALPHAFX.CO.UK/,MR DAIJI YAMADA,390089
1499,ALPHA FINANCIAL MARKETS CONSULTING PLC,UNITED KINGDOM,,,,,656,,MR EUAN N B FRASER,114985
1500,ALPHA METALLURGICAL RESOURCES,USA,COALMINING MINING ENERGY,,2720000000,4090000000,3560,HTTPS://ALPHAMETRESOURCES.COM/,,61079
1501,ALPHA MOS SA,FRANCE,,,,,49,,,226857
1502,ALPHA NETWORKS INC,TAIWAN,,,,,,,,86813
1503,ALPHA PRO TECH LTD,CANADA,,,,,121,,MR LLOYD HOFFMAN,228405
1504,ALPHA REAL ESTATE,GERMANY,PROPERTY,2013,,119161137,57,HTTPS://ALPHA-REALESTATE.DE/,,86606
1505,ALPHA RECORDS,ATHENS,MEDIA,1987,,,,,,24543
1506,ALPHA TAU MEDICAL,ISRAEL,BIOTECH,,250000000,,,,,143093
1507,ALPHA TRADING SPA,ITALY,WHOLESALE TRADE,1985,,,,,,24276
1508,ALPHABET GOOGLE,USA,INTERNET TECH SOFTWARE AUTONOMOUSDRIVING,,1312000000000,282110000000,186779,,,270696
1509,ALPHAMAB ONCOLOGY,CHINA,,,2543000000,21000000,,HTTP://WWW.ALPHAMAB.COM/EN/,,199673
1510,ALPHAMED FORMULATIONS,,PHARMA,2006,,,,,,165097
1511,ALPHAPOLIS,JAPAN,MEDIA PRESS ENTERTAINMENT,,170000000,,,,,
1512,ALPHASIGHTS CAREERS,LONDON,INFORMATION SERVICES,2008,,,3000,WWW.ALPHASIGHTS.COM,,460568
1513,ALPHAWAVE IP GROUP PLC,UK,,,3030000000,,132,HTTPS://WWW.AWAVEIP.COM/,MR TONY PIALIS,362507
1514,ALPINA,BUCHLOE,AUTOMOBILES,1965,2908000000,218000000,861,HTTPS://WWW.ALTIUM.COM/,,410960
1515,ALPINE IMMUNE SCIENCES,USA,PHARMACEUTICALS BIOTECH,,390000000,,,,,250694
1516,ALPINE SELECT AG,SWITZERLAND,,,,,3,,,275415
1517,ALPINESTARS,ASOLO,CLOTHING ACCESSORIES,1963,,,,,,218163
1518,ALPIQ ENERGIA ITALIA SPA,ITALY,TRANSPORTATION COMMUNICATIONS ELECTRIC GAS AND SANITARY SERVICES,1999,,,,,,1893
1519,ALPITRONIC,ITALY,INDUSTRIAL GOODS,2009,,8,46,HTTPS://WWW.ALPITRONIC.IT/,,
1520,ALPRO UK LIMITED,UNITED KINGDOM,,,,,,,,257312
1521,ALPS ALPINE,JAPAN,,1948,2108000000,5858000000,40443,HTTPS://WWW.ALPS.COM/,MR TOSHIHIRO KURIYAMA,374441
1522,ALPS INDUSTRIES,INDIA,FASHION TEXTILE,1962,,,,,,47171
1523,ALPS RESIDENCE HOLIDAYSERVICE,AUSTRIA,TRAVEL LEISURE,2011,,6,31,HTTPS://WWW.ALPS-RESIDENCE.COM,,47171
1524,ALQUIBER QUALITY SA,SPAIN,,,,,171,,MR MIGUEL NGEL ACEBES ACEBES,160434
1525,ALRESCHA INVESTIMENTI SRL,ITALY,FICE INSURANCE AND REAL ESTATE,2009,,,,,,142464
1526,ALROSA,RUSSIA,BASIC MATERIALS,1992,11361000000,2988000,32475,HTTP://ENG.ALROSA.RU/,,103483
1527,ALROV PROPERTIES AND LODGINGS,ISRAEL,REAL ESTATE,,1036000000,214000000,1042,HTTP://WWW.ALROV.CO.IL/,,209616
1528,ALSEA S A B DE C V,MEXICO,,,,,71090,,MR ARMANDO TORRADO MART NEZ,159105
1529,ALSET INTERNATIONAL LTD,SINGAPORE,,,,,,,MR HENG FAI CHAN,250665
1530,ALSHAYA GROUP,UNITED ARAB EMIRATES UAE,RETAIL,1890,,,,,,174899
1531,ALSO HOLDING,SWITZERLAND,TECHNOLOGY,1988,2560000000,13671000000,4211,HTTPS://WWW.ALSO.COM/,PROF GUSTAVO M LLER HERGT,345132
1532,ALSOK,JAPAN,MANUFACTURING CAC,1928,2620000000,16980000000,69317,,S AWOMIR CYZA,506218
1533,ALSPAR INVESTO 16315450,VALGA MAAKOND T RVA VALD T RVA LINN KOOLI TN A,RENTAL AND OPERATING OF OWN OR LEASED REAL ESTATE,,,,,,,
1534,ALSTOM FERROVIARIA SPA,ITALY,MANUFACTURING,1950,,,,,,53203
1535,ALSTOM SA,FRANCE,INDUSTRIES,1928,15970000000,15466000,70000,HTTPS://WWW.ALSTOM.COM/,HENRI POUPART LAFARGE,1888
1536,ALSTRIA OFFICE REIT AG,GERMANY,REAL ESTATE,2006,3597000000,245000000,167,HTTPS://ALSTRIA.COM/,,380614
1537,ALSTRONG ENTERPRISES,INDIA,BUILDING MATERIAL,2001,,,,,,63799
1538,ALT TELECOM PUBLIC COMPANY LTD,THAILAND,,,,,,,,257297
1539,ALTA EQUIPMENT GROUP,USA,RENTAL AND LEASING SERVICES,1985,380000000,532000000,2800,HTTPS://WWW.ALTAIR.COM/,,258855
1540,ALTAGAS,CANADA,OIL GAS ENERGY INFRASTRUCTURE,1994,5080000000,8382999,2801,HTTPS://WWW.ALTAGAS.CA/,MR RANDALL L CRAWFORD,46761
1541,ALTAIR ENGINEERING,UNITED STATES,IT SERVICES CONSULTING,1985,4000000000,540000000,3050,,,285917
1542,ALTAIR SRL,ITALY,,,990000000,319000000,,HTTPS://WWW.ALTAMIR.FR/EN/,,285917
1543,ALTAMIRA THERAPEUTICS,BERMUDA,BIOTECH PHARMACEUTICALS,,6710000,,,,,161274
1544,ALTANSIA,FRANCE,TECHNOLOGY,2011,2910000000,6911724,1983,HTTP://WWW.ALTANSIA.FR,MR ALAIN TARAVELLA,
1545,ALTAREA SCA,FRANCE,REAL ESTATE,,,2981000,1983,,,423287
1546,ALTECH CHEMICALS LIMITED,AUSTRALIA,,,,,9,,MR JOSHUA FEGAN,267002
1547,ALTEK CORP,TAIWAN,,,,,,,MR RU WIN HSIA,98007
1548,ALTEN,FRANCE,IT SERVICES CONSULTING,1988,5140000000,,199,,MS BENEDICTE DURAND,346254
1549,ALTERA CORPORATION,UNITED STATES,,,1067000000,10090000000,15,HTTPS://WWW.ALUJAIN.SA/,MR BRIAN FRANCIS DALTON,520168
1550,ALTERNATIVA IMPIANTI,ITALY,CONSTRUCTION,2013,,3,20,HTTPS://WWW.ALTERNATIVAIMPIANTI.COM/,,523556
1551,ALTERNATIVE CREDIT INVESTMENTS,UK,INVESTMENTS,,872000000,,,,,183438
1552,ALTEROLA BIOTECH INC,UNITED KINGDOM,,,,,,,MR SEAMUS MCAULEY,226212
1553,ALTERRA MOUNTAIN COMPANY CAREERS,DENVER,LEISURE TRAVEL TOURISM,2018,,,5000,WWW.ALTERRAMTNCO.COM,,46761
1554,ALTERYX,USA,SOFTWARE TECH,1997,3190000000,720000000,2595,HTTPS://WWW.ALTERYX.COM/,,
1555,ALTEZZASYS,INDIA,FICIAL SERVICES,2014,,,,,,
1556,ALTIA CONSULTORES SA,SPAIN,,,,,2103,,MR CONSTANTINO FERDEZ PICO,481201
1557,ALTIA OYJ,FINLAND,,,,,679,,,257290
1558,ALTICE COMPANY,GOOGLEPLEX,TELECOMMUNICATIONS MASS MEDIA,2001,1920000000,9800000000,9000,,,289709
1559,ALTICE EUROPE,NETHERLANDS,TELECOMMUNICATION,2001,7735000000,10090000,45000,HTTP://ALTICE.NET/,DEXTER G GOEI,257291
1560,ALTICE USA INC,UNITED STATES,IT SERVICES CONSULTING,2012,,,9000,,MR DEXTER G GOEI,289709
1561,ALTIMMUNE,USA,PHARMACEUTICALS BIOTECH,2015,770000000,1899000,939,HTTPS://ALTO.COM/,,
1562,ALTIN YUNUS ESME TURISTIK TESISLER A S,TURKEY,,,,,152,,,96838
1563,ALTISOURCE PORTFOLIO,LUXEMBOURG,FICIAL SERVICES,,120000000,,,,,65020
1564,ALTIUS CUSTOMER SERVICES,INDIA,BPO,2003,,,,,,218279
1565,ALTIVOLT,FRANCE,CONSTRUCTION,2016,4099999999,1668119,8,HTTP://N/A,,
1566,ALTO INGREDIENTS,USA,FOOD,2004,240000000,1899000,9600,HTTPS://WWW.ALTRAMOTION.COM/,,36867
1567,ALTO PHARMACY,UNITED STATES,HEALTH,2015,,,750,ALTO.COM,,318257
1568,ALTPLUS,JAPAN,VIDEO GAMES ENTERTAINMENT,,27480000,,,,,
1569,ALTRA INDUSTRIAL MOTION,USA,MANUFACTURING AUTO PARTS,1985,3910000000,1940000000,9000,HTTP://WWW.ALTRIA.COM,BILLY GIFFORD,186394
1570,ALTRAN UK LIMITED,UNITED KINGDOM,,,3905000000,,12800,,,520191
1571,ALTRI S G P S,PORTUGAL,,,1382000000,,,HTTP://WWW.ALTRI.PT/,,187103
1572,ALTRIA GROUP,UNITED STATES,FOOD DRINK TOBACCO,1919,80190000000,21110000000,6000,,MR WILLIAM F GIFFORD JR,283007
1573,ALTRUIST CUSTOMER MANAGEMENT INDIA,INDIA,BPO,2010,,,,,,143208
1574,ALTRUIST TECHNOLOGIES,INDIA,INTERNET,2005,,,,,,435828
1575,ALTSHULER SHAHAM PROVIDENT FUNDS AND PENSION LTD,ISRAEL,,,1054000000,,951,HTTPS://WWW.AS-INVEST.CO.IL/,SHARON GRSHBEIN,245834
1576,ALTUM CREDO HOME FINANCE,INDIA,FICIAL SERVICES,2016,,,,,,160117
1577,ALTUR INVESTISSEMENT SCA,FRANCE,,,,,,,DR FRAN OIS LOMBARD PH D,423287
1578,ALTURA ENERGY INC,CANADA,REAL ESTATE,,1870000000,481000000,2600,HTTPS://WWW.ALTUSGROUP.COM/,MR ANTHONY WILLIAM MARINO P ENG,299848
1579,ALTURAS CUBIERTAS Y FACHADAS,SPAIN,CONSTRUCTION,2014,,9375243,33,HTTPS://ACYFGROUP.COM/,,193888
1580,ALTUS GROUP U S INC,UNITED STATES,,,,,,,,334371
1581,ALTUS HOLDINGS LTD,HONG KONG,,1986,,,20,,MR PIERRE SPIES,274733
1582,ALTUS POWER,USA,ENERGY ELECTRICITY RENEWABLE ENERGY,,1340000000,,,,,40548
1583,ALUAR ALUMINIO ARGENTINO,ARGENTINA,,1970,2483000000,615000000,2142,HTTPS://WWW.ALUAR.COM.AR/,,259705
1584,ALUCON PUBLIC COMPANY LTD,THAILAND,,,,,,,MS RARIN UTAKAPAN PUNJARUNGROJ,331833
1585,ALUDECOR LAMINATION,INDIA,ARCHITECTURE INTERIOR DESIGN,2004,,,,,,64031
1586,ALUFLEXPACK AG,SWITZERLAND,,,,,1336,,MR JOHANNES STEURER CFA,71278
1587,ALUMASC BUILDING PRODUCTS LIMITED,UNITED KINGDOM,,,,,,,,235979
1588,ALUMETAL SA,POLAND,,,,,594,,MS AGNIESZKA DRZYZDZYK,29988
1589,ALUMEXX N V,NETHERLANDS,,,,,1,,MR JEROEN VAN DEN HEUVEL,248382
1590,ALUMIL ALUMINIUM INDUSTRY S A,KILKIS,INDUSTRIAL METALS MINING,1988,,,,,,392421
1591,ALUMINA,AUSTRALIA,ALUMINUM MINING,,3992000000,,12800,HTTPS://WWW.ALUMINALIMITED.COM/,MR MICHAEL PETER FERRARO L L B LLB HONS,262653
1592,ALUMINIUM OF GREECE,MAROUSI,INDUSTRIAL METALS MINING,1960,,,,,,65668
1593,ALUMINUM CORP OF CHINA,CHINA,MATERIALS,2001,18848000000,41840000000,60056,HTTP://WWW.CHALCO.COM.CN,RUN ZHOU ZHU,167563
1594,ALUPAR INVESTIMENTO,BRAZIL,,2007,2742000000,1030000,781,HTTP://WWW.ALUPAR.COM.BR/,MR JOS LUIZ DE GODOY PEREIRA,
1595,ALVA SPA,ITALY,,,,,,,,82612
1596,ALVEEN SA,FRANCE,,,,,15,,MR MICHAEL LEVY,29988
1597,ALVOTECH,ICELAND,BIOTECH PHARMACEUTICALS,,2870000000,,,,,
1598,ALX ONCOLOGY,USA,PHARMACEUTICALS BIOTECH,,400000000,,,,,199673
1599,ALYSJ JV,QATAR,ENGINEERING CONSTRUCTION,2014,,,,,,157596
1600,ALZCHEM GROUP AG,GERMANY,,,1110000000,372000000,1481,HTTPS://WWW.AMADEUS-FIRE.DE/,MR ANDREAS NIEDERMAIER,289753
1601,ALZECURE PHARMA AB,SWEDEN,,,,,12,,,291570
1602,ALZHEON,UNITED STATES,HEALTH,2013,,,,,,
1603,AM INFOWEB,,BPO,2008,,,,,,275596
1604,AM LAGERTECHNIK,GERMANY,INDUSTRIAL GOODS,2011,,27,15,HTTPS://WWW.AM-LAGERTECHNIK.DE,,275596
1605,AM RICA M VIL,MEXICO,TELECOMMUNICATIONS SERVICES CABLE SUPPLIER,2000,69450000000,48370000000,181205,,DANIEL HAJJ ABOUMRAD,334052
1606,AMA COMPOSITES SRL,ITALY,FICE INSURANCE AND REAL ESTATE,2017,,,,,,147294
1607,AMA CORP PLC,FRANCE,,,,,150,,MR CHRISTIAN GUILLEMOT,362507
1608,AMA GROUP LIMITED,AUSTRALIA,,,1310000000,,3700,,MR DAVID MARINO,67378
1609,AMADA CO LTD,JAPAN,,1946,3622000000,2281000,8906,HTTPS://WWW.AMADAHOLDINGS.CO.JP/EN/,,172976
1610,AMADEUS,SPAIN,IT SERVICES CONSULTING,1987,27670000000,3160000000,54640,HTTPS://AMADEUS.COM/EN,JOSE ANTONIO TAZON,226377
1611,AMADEUS CAREERS,MADRID,INFORMATION TECHNOLOGY SERVICES,1987,29190000000,,5000,WWW.AMADEUS.COM,MR ROBERT VON WULFING,226377
1612,AMADEUS IT GROUP,SPAIN,TECHNOLOGY,1987,27980000000,2942000,19000,,LUIS MAROTO,251508
1613,AMAG AUSTRIA METALL,AUSTRIA,DIVERSIFIED INDUSTRIALS,1938,1340000000,,,HTTPS://WWW.AMAG-AL4U.COM/,,101392
1614,AMAGI,INDIA,INTERNET SOFTWARE SERVICES,2008,1642000000000,2,6,HTTPS://WWW.AMAGIYA.CO.JP/,MR PETER BIEWALD,469639
1615,AMAGI MEDIA LABS,INDIA,SOFTWARE PRODUCT,2008,1200000000,1083000,15216,HTTPS://WWW.AMARARAJABATTERIES.COM/,,347171
1616,AMALGAMATED FINANCIAL,USA,BANKS FICIAL SERVICES,1873,740000000,,,,,167939
1617,AMALGAMATIONS VALEO CLUTCH,INDIA,AUTO COMPONENTS,1997,,,,,,459488
1618,AMANA COOPERATIVE INSURANCE COMPANY,SAUDI ARABIA,,,,,,,,129552
1619,AMANA TOYOTA,INDIA,AUTOMOBILE,2000,,,,,,70884
1620,AMANET MANAGEMENT SYSTEMS LTD,ISRAEL,,,,,1493,,,161026
1621,AMANO CORPORATION,JAPAN,PHARMACEUTICALS BIOTECH,,1655000000,864000000,5123,HTTPS://WWW.AMANO.CO.JP/ENGLISH/,MR KARIM MIKHAIL,157877
1622,AMANTA HEALTHCARE,INDIA,PHARMA,1998,,,,,,174216
1623,AMAR UJALA,INDIA,PRINTING PUBLISHING,1948,,,,,,270899
1624,AMARA HOLDINGS LTD,SINGAPORE,,,,,458,,MR HOCK CHUAN TEO,274733
1625,AMARA RAJA BATTERIES,INDIA,BATTERIES ELECTRICITY,1985,1220000000,,,,,251624
1626,AMARA RAJA POWER SYSTEMS,INDIA,AUTO COMPONENTS,1985,,,,,,69332
1627,AMARILLO GOLD CORP,CANADA,,,,,,,MR MICHAEL A MUTCHLER EJ D MBA,371882
1628,AMARIS TECHNOLOGIES SRL,ITALY,,,,,,,,412968
1629,AMARPRAKASH DEVELOPERS,INDIA,REAL ESTATE,2004,,,,,,274120
1630,AMARR COMPANY,UNITED STATES,INTERNET,1994,1642000000000,469820000000,1608000,,MR ANDREW R JASSY,501053
1631,AMARTEX INDUSTRIES,INDIA,FASHION TEXTILE,1988,,,,,,249799
1632,AMASTEN FASTIGHETS AB,SWEDEN,REAL ESTATE,,1026000000,71000000,114,HTTPS://WWW.AMASTEN.SE/,,259193
1633,AMATA CORP PUBLIC COMPANY LTD,THAILAND,,,,,,,MR VIKROM KROMADIT,362507
1634,AMATA SUMMIT GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,THAILAND,,,,,,,,209618
1635,AMATHEON AGRI HOLDING N V,GERMANY,,,,,653,,MR CARL HEINRICH BRUHN,218032
1636,AMATI AIM VCT PLC,UNITED KINGDOM,,,,,,,DR PAUL ARTHUR JOURDAN PH D,310472
1637,AMAURY SPORT ORGANISATION,ISSY LES MOULINEAUX,RECREATIONAL SERVICES,1992,,,,,,474194
1638,AMAYSIM AUSTRALIA LIMITED,AUSTRALIA,,,,,663,,,322745
1639,AMAZING MICROELECTRONIC CORP,TAIWAN,,,,,,,,98007
1640,AMAZON,USA,E COMMERCE INTERNET TECH RETAIL,1994,1000000000000,469820000,79000,HTTPS://WWW.AMAZON.COM/,ANDY JASSY,28173
1641,AMAZON COM INC,UNITED STATES,CONSUMER DISCRETIONARY,,,,,,,235365
1642,AMAZON DISTRIBUTION,UNITED STATES USA,LOGISTICS,2012,,,,,,464248
1643,AMAZON EU S A RL,ITALY,RETAIL TRADE,2011,,,,,,142691
1644,AMAZON EU SARL UK BRANCH,UNITED KINGDOM,,,,,,,,347795
1645,AMAZON SELLER CENTRAL,,INTERNET,,,,,,,352846
1646,AMAZON WEB SERVICES,UNITED STATES USA,SOFTWARE PRODUCT,2006,,,,,,418490
1647,AMAZONEN WERKE H DREYER GMBH CO KG,HASBERGEN,INDUSTRIAL MANUFACTURING,1883,,557,1850,WWW.AMAZONE.DE,,524613
1648,AMBAC,USA,FICIAL SERVICES INSURANCE,2004,720000000,331000000,899,HTTPS://WWW.AMBARELLA.COM/,JEAN JEREISSATI,154163
1649,AMBAR IDEAS ON PAPER S A,PORTO,INDUSTRIAL SUPPLIERS,1939,,,,,,312459
1650,AMBEA AB,SWEDEN,CONSUMER STAPLES,1937,54690000000,594000000,26000,HTTPS://WWW.AMBU.COM/,MR MARK JENSEN,259193
1651,AMBER ENTERPRISES INDIA,INDIA,CONSUMER ELECTRONICS APPLIANCES,1990,820000000,514000000,4642,HTTPS://WWW.AMBERGROUPINDIA.COM/,,267002
1652,AMBER GROUP,HONG KONG,FINTECH,2015,,,,,,514677
1653,AMBIENTA SOCIETA DI GESTIONE DEL RISPARMIO SPA,ITALY,,,,,,,,399374
1654,AMBIENTHESIS S P A,ITALY,,,,,308,,MR DAMIANO BELLI,355425
1655,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS SA,BRAZIL,,,,,,,,449607
1656,AMBIT COLLECTIVE,INDIA,ACCOUNTING AUDITING,2020,13650000000,3791000,4625,HTTP://WWW.AMBUJACEMENT.COM/,,525940
1657,AMBIT FINVEST,,,,,,,,,468970
1658,AMBITION,JAPAN,PROPERTY,2007,,251,271,HTTPS://WWW.AM-BITION.JP/,,264701
1659,AMBRO TRANSPORT RECOVERY LTD,WOODHAMROAD BILLINGHAM ENGLAND TS SJ,,,,,,,,193521
1660,AMBROMOBILIARE S P A,ITALY,,,,,5,,DR CORINNA ZUR NEDDEN PH D,355425
1661,AMBUJA CEMENT FOUNDATION,INDIA,NON PROFIT,1993,,,,,,20110
1662,AMBUJA CEMENTS,INDIA,CEMENT BUILDING MATERIALS,1983,12630000000,3900000000,4723,,,419113
1663,AMBUJANEOTIA,INDIA,REAL ESTATE,1990,,,,,,
1664,AMBYINT CAREERS,HOUSTON,OIL ENERGY,2004,24790000000,,125,AMBYINT.COM,MR MARTIN J LYONS JR,460568
1665,AMC ENTERTAINMENT,USA,ENTERTAINMENT,1920,2830000000,4090000000,3046,HTTPS://WWW.AMCTHEATRES.COM,,286452
1666,AMC ENTERTAINMENT HOLDINGS INC,UNITED STATES,,,,,3046,,MR ADAM M ARON,165662
1667,AMC NETWORKS INTERNATIONAL CENTRAL EUROPE,BUDAPEST,BROADCASTING ENTERTAINMENT,2014,,,,,,53202
1668,AMCIL LIMITED,AUSTRALIA,,,,,,,MR ROBERT MARK FREEMAN AMP INSEAD B E BE GR DIP APPFIN M B A MBA,181511
1669,AMCO ASSET MANAGEMENT COMPANY SPA,ITALY,,,,,,,,427793
1670,AMCO BATTERIES,INDIA,AUTO COMPONENTS,1955,,,,,,428575
